type,year,title,author,partof,resources,File,tags,abstract,alias
,2013,Enhancing an OAI-PMH Service Using Linked Data: A Report from the Sheet Music Consortium,Stephen Davison,,,SWIB/SWIB2013/Enhancing an OAI-PMH Service Using Linked Data - A Report from the Sheet Music Consortium.md,"#music,#mods,#OAI-PMH,#pilot,#swib/2013","The Sheet Music Consortium (http://digital2.library.ucla.edu/sheetmusic/) is a collaboration of universities and other sheet music repositories to publish an online metadata catalog of sheet music in their digital collections. Through utilization of Linked Open Data principles and standards we aim to improve the normalization of the Consortium's metadata, thereby expanding its impact and our ability to share it more widely and effectively both directly with our users and through automated systems. We outline the steps to take the Sheet Music Consortium metadata from its current incarnation as MODS XML files and publish it as linked open data. The Consortium has developed a plan to publish trustworthy data records that are derived from both harvested and user-contributed metadata. First, we identified four metadata elements to target as sources for linked data. These elements are: names of creators, titles of songs, publishers, and subjects. Second, we concluded that despite the high level of attention this metadata has received in its creation and its inclusion in the Consortium, it still is not sufficiently normalized for export to a linked data standard. We will review our strategies for normalizing the metadata values. Third, we will discuss the various methods of employing linked data in the OAI-PMH context, including schema.org and RDF and RDFS. Lastly, we will present the results of a pilot project focusing on publisher information, to take metadata from the Consortium and present it as linked open data. While this case study is focused on sheet music, the methods discussed are generally applicable in the context of harvested metadata.",SWIB
,2013,Exposing Institutional Repositories as Linked Data - a Case-Study,"Vitali Peil,Christian Pietsch,Najko Jahn",,,SWIB/SWIB2013/Exposing Institutional Repositories as Linked Data - a Case-Study.md,"#Bielefeld,#germany,#pub,#OAI-DC,#MODS,#RDF,#VIVO,#swib/2013","An institutional publication data service such as Bielefeld University's PUB (http://pub.uni-bielefeld.de) is a natural starting point for a linked data network. Institutional repositories are no longer restricted to traditional publications. Some repositories have begun to include research data and their metadata. So does PUB. Since research data and publications are related, it is very natural to present this as linked data. By exposing this data and its relationships through standard interfaces, we have opened up PUB to the larger LOD cloud. This will overcome the restrictions of interoperability between repositories. The PUB software is implemented in the open source Perl framework LibreCat/Catmandu (http://github.com/LibreCat). As a first step, we implemented a content negotiation mechanism, a widely used feature in the semantic web. All standard bibliographic formats are supported: OAI-DC, MODS, BibTeX, RIS, and also the JSON and YAML representations of our internal data structure. The RDF representation of the metadata is using the widely used vocabularies BIBO, DCTERMS and FOAF. Future work will involve the linking of the PUB data to external resources, e.g. authority data of the German National Libary, the cross linking to ORCID, Europe PMC or arXiv. Another developing branch will be the interlinking of publications with research data, either contained in our own repository or in an external one. The contextualization of publications and research data in the University's structure will be feasible as soon as the administrative data is published as linked data using VIVO.",SWIB
,2013,From Strings to Things: A Linked Open Data API for Library Hackers and Web Developers,"Fabian Steeg,Pascal Christoph",,,SWIB/SWIB2013/From Strings to Things - A Linked Open Data API for Library Hackers and Web Developers.md,"#LODLAM,#knowledge/graph,#hbz,#LOD,#API,#JSON-LD,#use/cases,#Metafacture,#Elasticsearch,#swib/2013",""Things, not strings" is a popular slogan pushed by Google in the context of its knowledge graph. The LODLAM community advocates this idea, in particular in the context of authority data. However, if we want users to catalog and search things, not strings, we need to make it easy to go from strings to things. At hbz, we are working on a LOD API in order to allow this for title and authority data - currently for the hbz union catalog (lobid-resources), the German ISIL registry (lobid-organisations), and the German integrated authority file (GND). The API serves JSON-LD over HTTP. JSON-LD is an attempt to make LOD more accessible to web developers who are not familiar with semantic web concepts. Providing a common HTTP API instead of a SPARQL endpoint or RDF dumps serves the same purpose: to make the data and advantages of LOD available to all web developers, and not to semantic web experts only. In this talk, we will present use cases for the API (like an auto-suggest functionality for authority data), and describe our implementation and the technology stack we use: metadata transformation to N-Triples with the Culturegraph Metafacture toolkit, enrichment and conversion of N-Triples to JSON-LD with Hadoop, indexing JSON-LD with Elasticsearch, and building a web API with the Play framework.",SWIB
,2013,"HEAL-Link Activities and Plans on Annotating, Organizing and Linking Academic Content","Nikolas Mitrou,Nikolaos Konstantinou,Dimitrios Kouis,Periklis Stavrou",,,"SWIB/SWIB2013/HEAL-Link Activities and Plans on Annotating, Organizing and Linking Academic Content.md","#union/catalogue,#catalogue,#knowledge/base,#learning/objects,#handbooks,#heal-link,#education,#faceted/search,#thesauri,#swib/2013","The Hellenic Academic Libraries Association (HEAL-Link) offers to its members (50 academic and research libraries in Greece) a wide range of added-value services, including a union catalog with several millions of MARC-coded records. Recent activities of HEAL-Link aim at bringing its member libraries into the digital era. Pioneering among HEAL-Link’s activities is the development of an academic content aggregator in the framework of a newly started project, aiming at the creation of 2,000 ebooks, available to higher education curricula. The vision is to create a semantic knowledge base comprising several thousands of autonomous learning objects, each of important educational value but, most importantly, with the ability to be linked to, combined, and reused, enabling composition of handbooks covering more courses. From the point of view of the student or scholar, it is to his/her benefit to be able to discover and study, not from only one but from various sources, and to compile his/her own textbook out of selected resources. Faceted navigation and search among the learning objects as well as other linked elements on the web at a fine granularity level, by using thesauri and employing educational attributes, like the type and degree of interactivity, the intended user audience and the degree of difficulty, is of paramount importance in the above context. In close collaboration with the NTUA Multimedia Communications & Web Technologies (MCWT) team, the HEAL-Link is actively pursuing research in the Linked Data domain, and specifically interoperability between conventional digital library systems and educational content repositories.",SWIB
,2013,Introduction to Linked Open Data,"Felix Ostrowski,Adrian Pohl",,https://swib.org/swib13/slides/ostrowski_swib13_132.pdf,SWIB/SWIB2013/Introduction to Linked Open Data.md,"#linked/data,#technology,#rdf,#dereferenceable,#content-negociation,#open-data,#open/data,#swib/2013","This introductory workshop aims to introduce the fundamentals of Linked Data technologies on the one hand, and the basic legal issues of Open Data on the other. The RDF data model will be discussed, along with the concepts of dereferenceable URIs and common vocabularies. The participants will continuously create and refine RDF documents to strengthen their knowledge of the topic. Linked Data tenets such as publishing RDF descriptions in a web environment and utilizing Content-Negotiation will be demonstrated and applied by the participants. Aggregating data from several sources and querying this data will showcase the advantages of publishing Linked Data, and RDF Schema will be introduced as an effective way of data integration. On a side track, Open Data principles will be introduced, discussed and applied to the content that is being created during the workshop.",SWIB
,2013,Linked Data Publication with Drupal,Joachim Neubert,,https://swib.org/swib13/slides/neubert_swib13_112.pdf,SWIB/SWIB2013/Linked Data Publication with Drupal.md,"#drupal,#RDFa,#REST-ful,#swib/2013","Publishing Linked Open Data in a user-appealing way is still a challenge: Generic solutions to convert arbitrary RDF structures to HTML out-of-the-box are available, but leave users perplexed. Custom-built web applications to enrich web pages with semantic tags "under the hood" require high efforts in programming. Given this dilemma, content management systems (CMS) could be a natural enhancement point for data on the web. In the case of [Drupal](http://drupal.org/), one of the most popular CMS nowadays, Semantic Web enrichment is provided as part of the CMS core. In a simple declarative approach, classes and properties from arbitrary vocabularies can be added to Drupal content types and fields, and are turned into Linked Data on the web pages automagically. The embedded RDFa marked-up data can be easily extracted by other applications. This makes the pages part of the emerging Web of Data, and in the same course helps discoverability with the major search engines.  \nIn the workshop, you will learn how to make use of the built-in Drupal 7 features to produce RDFa enriched pages. You will build new content types, add custom fields and enhance them with RDF markup from mixed vocabularies. The gory details of providing LOD-compatible "cool" URIs will not be skipped, and current limitations of RDF support in Drupal will be explained. Exposing the data in a REST-ful application programming interface or as a SPARQL endpoint are additional options provided by Drupal modules. The workshop will also introduce modules such as Web Taxonomy, which allows linking to thesauri or authority files on the web via simple JSON-based autocomplete lookup, or SPARQL Views as a mighty tool for reaching out to other Linked Data sources. Finally, we will touch the upcoming Drupal 8 version.",SWIB
,2013,"Linked Data for Libraries: Great Progress, but What Is the Benefit?",Richard Wallis,,,"SWIB/SWIB2013/Linked Data for Libraries - Great Progress, but What Is the Benefit?.md","#linked/data,#bibframe,#schema.org,#wikidata,#library/linked/data,#swib/2013","SWIB can testify, probably more than any conference series, to the steady progress over several years in the development of linked data for libraries. Progress that is accelerating as we are evolving from individual projects from national and other large libraries towards cooperations and global initiatives around standard approaches and vocabularies. Richard will explore three such initiatives, BIBFRAME – The Bibliographic Framework Initiative from the Library of Congress to apply linked data principles to describe bibliographic resources - a potential replacement for MARC, that takes note of other standards such as RDA & FRBR; Schema.org - an approach, with the help of the W3C Group Schema Bib Extend, which Richard chairs, to apply the generic web vocabulary backed by the major search engines to the task of exposing bibliographic data in an easily consumable format, and; WikiData - The potential for the emerging data format that will underpin all Wikipedia, to represent bibliographic entities like any other. The key question that needs to be addressed however is what is the purpose of these efforts, beyond being a cool thing to do. What are the core problems we are trying to fix? Could efficiencies emerge as linked data, and the principles behind it, start to enter library workflows? How could the future landscape appear for library linked data, and how will it assist the prime basic goal of libraries - to help the potential users of our resources find them and use them. What is the benefit of linked data for libraries?",SWIB
,2013,Mash-up for Book Purchasing,Philipp Zumstein,,,SWIB/SWIB2013/Mash-up for Book Purchasing.md,"#Z39.50,#SRU,#Greasemonkey,#scraping,#swib/2013","An everyday task in the library is to identify and purchase new books. In my talk I will present a mash-up which shows information about a specific book from different sources like the number of libraries holding the book already, price estimation and classifications. Our holding information, i.e. whether we already have the book or some professor has it on his shelf, is crucial here. We made some attempts to also handle our holdings information for e-book-packages or patron driven acquisition. The mashup we created uses linked data as well as the Z39.50/SRU protocol for receiving up-to-date information from libraries and some web scraping methods. In the current implementation the importance of Linked Data is rather small, nevertheless, possible benefits from more linked data are discussed in the talk. Additionally, I will show the use of Linked Data occurring from some newly published titles and how it is possible to link from almost every webpage to our holding information by using an adaption of a Greasemonkey script.",SWIB
,2013,Metadata Provenance Tutorial,"Kai Eckert,Magnus Pfeffer",,https://swib.org/swib13/slides/eckert_swib13_118.pdf,SWIB/SWIB2013/Metadata Provenance Tutorial.md,"#enrichment,#rdf,#PROV,#swib/2013","When metadata is distributed, combined, and enriched as Linked Data, the tracking of its provenance becomes a hard issue. Using data encumbered with licenses that require attribution of authorship may eventually become impracticable as more and more data sets are aggregated - one of the main motivations for the call to open data under permissive licenses like CC0. Nonetheless, there are important scenarios where keeping track of provenance information becomes a necessity. A typical example is the enrichment of existing data with automatically obtained data, for instance as a result of automatic indexing. Ideally, the origins, conditions, rules and other means of production of every statement are known and can be used to put it into the right context.",SWIB
,2013,On the Way to a Holding Ontology,"Carsten Klee,Jakob Voss",,,SWIB/SWIB2013/On the Way to a Holding Ontology.md,"#RDF,#BIBO,#ontologies,#micro-ontologies,#swib/2013","Modelling bibliographic data in RDF is widespread among libraries, thanks to common ontologies such as the Bibliographic Ontology (BIBO) and several years of practice. Holding data, however, is rarely modelled in RDF due to the lack of matching vocabularies. For this reason a new holding data group was formed in April 2013 as part of the German Kompetenzzentrum Interoperable Metadaten (KIM) within the Deutsche Initiative für Netzwerkinformation (DINI). This talk will present activity and work results of this group, including problems raised and respective solutions. Similar to the related KIM group 'Titeldaten (title data)', the holding data group is developing a best practice guide for holding data in RDF. The goal is to figure out, which data best belongs to a holding description and how this data should be modelled as Linked Data. The result is aligned with related efforts such as the DAIA, BIBFRAME, and FRBR with a strict focus on holdings of libraries and similar institutions. The emerging holding ontology is not going to be another "über-model" but it will fit into the concept of micro-ontologies, where each of the small ontologies describes an independent domain of data.",SWIB
,2013,PhD workshop,"Timo Borst,Atif Latif",,,SWIB/SWIB2013/PhD workshop.md,"#PhD,#swib/2013","The PhD workshop at SWIB13 provides an excellent opportunity both for the beginner as well as the senior PhD student to present her or his ideas and receive feedback by experienced researchers and other PhD students working in research areas related to Linked Data based infrastructures and applications in libraries. The Linked Open Data approach aims at a framework for the generation, publishing and sharing of information by means of semantic technologies. It plays a vital role in the realization of the Semantic Web at a global scale by publishing and interlinking diverse data sources on the Web. The access to a huge amount of Linked Data presents exciting opportunities for the next generation of Web-based applications, especially with regard to data hosted and provided by libraries. Facing use cases as depicted by the Library Linked Data Incubator Group, however there is still a need of Linked Data applications and best practice examples. For this PhD workshop, we would like to discuss the initial ideas about issues in Linked Open Data that have proven to be both promising and challenging in the context of library use cases and applications.",SWIB
,2013,ResourceSync for Semantic Web Data Copying and Synchronization,Simeon Warner,,,SWIB/SWIB2013/ResourceSync for Semantic Web Data Copying and Synchronization.md,"#Sitemaps,#sync,#ResourceSync,#swib/2013","The web is dynamic, with resources being created, updated, and deleted. Many applications that reuse web resources from remote sources require local copies to meet reliability and performance constraints. Commodity web search services use web crawling to harvest data. However, this alone may not provide low-enough latency, high-enough accuracy, or even be practical for particular datasets. The ResourceSync Framework http://www.openarchives.org/rs introduces a set a capabilities, based on Sitemaps, that a source may implement to enable clients to copy and keep in-sync with its resources. Semantic Web services are often built around local copies of harvested data collected and updated by ad-hoc means. ResourceSync provides a standard web-based way to enable such harvesting. It includes discovery mechanisms and supports a variety of use cases including different size, change frequency, and latency requirement regimes. The talk will give an overview of the framework and then focus on application to the Semantic Web.",SWIB
,2013,Semantic Web Technology in Europeana,"Antoine Isaac,Pavel Kats,Péter Király,Yorgos Mamakis,Georgios Markakis,Valentine Charles",,,SWIB/SWIB2013/Semantic Web Technology in Europeana.md,"#EDM,#Europeana,#ingestion,#swib/2013","In this presentation we will discuss some technological and organisational challenges for implementing the semantic web vision in Europeana, focusing on metadata modelling, ingestion, and dissemination. Our first effort was a new data model (EDM), which has been developed and extensively tested with many Europeana partners over the past years. We have then spent major efforts into building an infrastructure, the Unified Ingestion Manager, supporting EDM, integrating a metadata mapping editor, and being able to harvest data from Europeana providers that refer to third-party Linked Data (thesauri, gazetteers,…). We have also experimented with semantic enrichment, linking objects to external sources: Geonames, GEMET, and DBpedia. With the results we were able to tune our search engine to perform semantic search functions, e.g., query expansion using hierarchies and translated labels. Finally, we have experimented with new ways of disseminating data. We released a pilot Linked Data service. We also publish RDFa/schema.org mark-up on our web portal. This is still a work in progress, and we are involved in the W3C Schema Bib Extend Group to stay aligned with community expectations. Working on the Europeana scale emphasizes the importance of many aspects beyond technology: cooperation, standardization, legal concerns, and more. Also, it shows that applying separate bits of the semantic web vision – as opposed to implementing the full technical stack at once – already brings benefits.",SWIB
,2013,Soylent SemWeb Is People! Bringing People to Linked Data,Dorothea Salo,,,SWIB/SWIB2013/Soylent SemWeb Is People! Bringing People to Linked Data.md,"#RDF,#SoylentGreen,#data/entry,#data/storage,#data/discovery,#data/analysis,#linked/data,#people,#swib/2013","Tim Berners-Lee originally framed the Semantic Web as a depersonalized web of data and machinery humming away hidden in server closets. How much this lifeless, impersonal image contributed to RDF's initial adoption difficulties is open to question, but one clear lesson emerged: like the horrifying foodstuff from the cult 70s film "Soylent Green", the Semantic Web is ultimately made of people. People model data, sometimes without even knowing they're doing it. People crosswalk data. People design and configure and use data-entry, data-storage, data-discovery, and data-analysis systems. Without all these people, there can be no Semantic Web. So how do we best invite people -- including skeptical people, reluctant people, less-technical people, people committed to different data structures -- to learn about, contribute to, and use Linked Data?",SWIB
,2013,Specialising the EDM for Digitised Manuscripts,"Steffen Hennicke,Evelyn Dröge,Julia Iwanowa,Kai Eckert,Violeta Trkulja",,,SWIB/SWIB2013/Specialising the EDM for Digitised Manuscripts.md,"#EDM,#DM2E,#Europeana,#vocabularies,#swib/2013","The “Europeana Data Model” (EDM) serves as a generic semantic umbrella for the integration of heterogeneous metadata schemas from many different knowledge domains. In order to capture and retain semantics of specific knowledge domains, the model allows the integration of specific application profiles. The project “Digitised Manuscripts to Europeana” (DM2E) devised one of the first specialisations for the EDM: The DM2E model is an application profile for schemas about handwritten manuscripts. The model integrates standards as diverse as MARC/XML, TEI, EAD or MAB2 and captures specific semantics of manuscript descriptions in the humanities. Thereby, rich semantic statements about cultural heritage objects can be delivered to Europeana and made visible for a broad audience. By explicitly defining classes for datasets and published data resources, the model additionally adheres to Linked Data principles. Resource descriptions are first-class members of the data model and can be used for later user annotations and provenance tracking. In this presentation, we will provide an insight into the creation of the DM2E model: How can the EDM be specialised, which resources were needed for the manuscript domain and how can existing resources be reused? This can serve as guidance for the creation of other (specialised) vocabularies.",SWIB
